ytid,start,end,url,path,status,md5,ts,label_ids,label_names,num_labels,feature_path
-QcXMPUNMeM,0.0,10.0,https://www.youtube.com/watch?v=-QcXMPUNMeM,data\environment\raw\-QcXMPUNMeM_0.0_10.0.wav,ok,e378b8cd6e4833e3484d02caa943ff26,1762948992.226044,/m/09x0r;/t/dd00121;/t/dd00125,"[""Speech;Boing;Inside, small room""]",1,..\data\environment\processed\features\-QcXMPUNMeM_0.0_10.0.npy
-RRi3QktLdc,500.0,510.0,https://www.youtube.com/watch?v=-RRi3QktLdc,data\environment\raw\-RRi3QktLdc_500.0_510.0.wav,ok,e7958d9a395427d7c3d2f8755e8e8873,1762949001.5939403,/m/09x0r;/m/0ytgt;/t/dd00013;/t/dd00128,"[""Speech;Child speech, kid speaking;Children playing;Outside, urban or manmade""]",1,..\data\environment\processed\features\-RRi3QktLdc_500.0_510.0.npy
-T-ZI1MZ44g,40.0,50.0,https://www.youtube.com/watch?v=-T-ZI1MZ44g,data\environment\raw\-T-ZI1MZ44g_40.0_50.0.wav,ok,1825cd2454a67142b27668bdc6e30d4a,1762949011.4817452,/m/04rlf;/m/09x0r;/t/dd00127,"[""Music;Speech;Inside, public space""]",1,..\data\environment\processed\features\-T-ZI1MZ44g_40.0_50.0.npy
-VclCul6FrI,80.0,90.0,https://www.youtube.com/watch?v=-VclCul6FrI,data\environment\raw\-VclCul6FrI_80.0_90.0.wav,ok,659e6baca83f043c085247830a81cb9b,1762949046.2291334,/m/013y1f;/m/04rlf;/m/04szw;/m/05148p4;/m/05r5c;/m/0b9m1;/t/dd00125,"[""Organ;Music;Musical instrument;Keyboard (musical);Piano;Harmonic;Inside, small room""]",1,..\data\environment\processed\features\-VclCul6FrI_80.0_90.0.npy
-WmL01c-4ZE,20.0,30.0,https://www.youtube.com/watch?v=-WmL01c-4ZE,data\environment\raw\-WmL01c-4ZE_20.0_30.0.wav,ok,d2a75bb9e0ab72769e10116fb04bd089,1762949055.9973333,/m/07rjzl8;/m/09x0r;/t/dd00128,"[""Slam;Speech;Outside, urban or manmade""]",1,..\data\environment\processed\features\-WmL01c-4ZE_20.0_30.0.npy
-Ze_xQhxKRo,30.0,40.0,https://www.youtube.com/watch?v=-Ze_xQhxKRo,data\environment\raw\-Ze_xQhxKRo_30.0_40.0.wav,ok,c7949e76034a76dbed4179fe6ca41299,1762949077.8846712,/m/0j2kx,"[""Waterfall""]",1,..\data\environment\processed\features\-Ze_xQhxKRo_30.0_40.0.npy
-_6RxZyi30Q,70.0,80.0,https://www.youtube.com/watch?v=-_6RxZyi30Q,data\environment\raw\-_6RxZyi30Q_70.0_80.0.wav,ok,18c9e4e63d7d587581a2c00c70dc01a6,1762949087.514059,/m/015lz1;/m/04rlf;/m/0g293;/t/dd00126,"[""Singing;Music;Music of Latin America;Inside, large room or hall""]",1,..\data\environment\processed\features\-_6RxZyi30Q_70.0_80.0.npy
-fnhkx-XXeI,340.0,350.0,https://www.youtube.com/watch?v=-fnhkx-XXeI,data\environment\raw\-fnhkx-XXeI_340.0_350.0.wav,ok,88d044352f1e872d82d2c32f208812cb,1762949122.3816643,/m/068zj;/m/09x0r;/m/0ch8v;/m/0jbk,"[""Pig;Speech;Livestock, farm animals, working animals;Animal""]",1,..\data\environment\processed\features\-fnhkx-XXeI_340.0_350.0.npy
-fwZGpmJNhw,40.0,50.0,https://www.youtube.com/watch?v=-fwZGpmJNhw,data\environment\raw\-fwZGpmJNhw_40.0_50.0.wav,ok,421bfadc032929bfaa6283c31bf4b34a,1762949132.9995108,/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/06q74;/t/dd00092,"[""Boat, Water vehicle;Waves, surf;Wind;Ocean;Ship;Wind noise (microphone)""]",1,..\data\environment\processed\features\-fwZGpmJNhw_40.0_50.0.npy
-hMwszM13PI,130.0,140.0,https://www.youtube.com/watch?v=-hMwszM13PI,data\environment\raw\-hMwszM13PI_130.0_140.0.wav,ok,6548b75653430c8ea0dbf5e0d25fc557,1762949165.986562,/m/07qcx4z;/m/09x0r;/t/dd00125,"[""Tearing;Speech;Inside, small room""]",1,..\data\environment\processed\features\-hMwszM13PI_130.0_140.0.npy
-i-9C48tduw,500.0,510.0,https://www.youtube.com/watch?v=-i-9C48tduw,data\environment\raw\-i-9C48tduw_500.0_510.0.wav,ok,cfd32face5034cee026ebf2b5f8ad848,1762949179.0250208,/m/06mb1;/m/07r10fb;/m/0jb2l;/m/0ngt1,"[""Rain;Raindrop;Thunderstorm;Thunder""]",1,..\data\environment\processed\features\-i-9C48tduw_500.0_510.0.npy
-jMyzNbR7WM,10.0,20.0,https://www.youtube.com/watch?v=-jMyzNbR7WM,data\environment\raw\-jMyzNbR7WM_10.0_20.0.wav,ok,d30cfd8a994442c0665d04ddf78fa37a,1762949552.3724947,/t/dd00134,"[""Car passing by""]",1,..\data\environment\processed\features\-jMyzNbR7WM_10.0_20.0.npy
-kBZeTTEOGc,90.0,100.0,https://www.youtube.com/watch?v=-kBZeTTEOGc,data\environment\raw\-kBZeTTEOGc_90.0_100.0.wav,ok,caab6ad16a1919468a216c79df292ac5,1762949561.7600539,/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv,"[""Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove""]",1,..\data\environment\processed\features\-kBZeTTEOGc_90.0_100.0.npy
-kyuX8l4VWY,30.0,40.0,https://www.youtube.com/watch?v=-kyuX8l4VWY,data\environment\raw\-kyuX8l4VWY_30.0_40.0.wav,ok,aa71d39ab82f966e812ff4d13afb47c0,1762949569.8073137,/m/03qtwd;/t/dd00135,"[""Crowd;Children shouting""]",1,..\data\environment\processed\features\-kyuX8l4VWY_30.0_40.0.npy
-lpK9Knsvz4,170.0,180.0,https://www.youtube.com/watch?v=-lpK9Knsvz4,data\environment\raw\-lpK9Knsvz4_170.0_180.0.wav,ok,67499e210b6d8689b0f8a7f75a78c107,1762949579.1386733,/m/03cl9h;/m/04rlf;/t/dd00125,"[""Ice cream truck, ice cream van;Music;Inside, small room""]",1,..\data\environment\processed\features\-lpK9Knsvz4_170.0_180.0.npy
-mNbbwgUZtQ,140.0,150.0,https://www.youtube.com/watch?v=-mNbbwgUZtQ,data\environment\raw\-mNbbwgUZtQ_140.0_150.0.wav,ok,180da2356885226448e13d7fea6a9bf8,1762949587.8549347,/m/02mk9;/m/03p19w;/m/09x0r;/t/dd00128,"[""Engine;Jackhammer;Speech;Outside, urban or manmade""]",1,..\data\environment\processed\features\-mNbbwgUZtQ_140.0_150.0.npy
-mQR-O53mFE,100.0,110.0,https://www.youtube.com/watch?v=-mQR-O53mFE,data\environment\raw\-mQR-O53mFE_100.0_110.0.wav,ok,6a8c068cfdba1b419aae520c69f373cc,1762949597.7188525,/m/03qtwd;/m/053hz1;/t/dd00135,"[""Crowd;Cheering;Children shouting""]",1,..\data\environment\processed\features\-mQR-O53mFE_100.0_110.0.npy
-pjK2u3Qtxc,230.0,240.0,https://www.youtube.com/watch?v=-pjK2u3Qtxc,data\environment\raw\-pjK2u3Qtxc_230.0_240.0.wav,ok,1141aa4c469b63d9329f99f184dd454c,1762949607.3358037,/m/028v0c;/m/09x0r;/t/dd00129,"[""Silence;Speech;Outside, rural or natural""]",1,..\data\environment\processed\features\-pjK2u3Qtxc_230.0_240.0.npy
-qokdAl50qg,90.0,100.0,https://www.youtube.com/watch?v=-qokdAl50qg,data\environment\raw\-qokdAl50qg_90.0_100.0.wav,ok,2a967397fd63fc9f41488d3b6a7a4dbe,1762949616.4343522,/m/01h3n;/m/03vt0;/m/09f96;/m/09xqv;/m/0h2mp,"[""Bee, wasp, etc.;Insect;Mosquito;Cricket;Fly, housefly""]",1,..\data\environment\processed\features\-qokdAl50qg_90.0_100.0.npy
-qovh3DNoX0,160.0,170.0,https://www.youtube.com/watch?v=-qovh3DNoX0,data\environment\raw\-qovh3DNoX0_160.0_170.0.wav,ok,c2c5d28b6933b4a72eeebdd3a53298ac,1762949625.8095734,/m/02c8p;/m/04rlf;/m/07cx4;/m/09x0r;/t/dd00125,"[""Telephone dialing, DTMF;Music;Telephone;Speech;Inside, small room""]",1,..\data\environment\processed\features\-qovh3DNoX0_160.0_170.0.npy
-rIyGq-gIQw,180.0,190.0,https://www.youtube.com/watch?v=-rIyGq-gIQw,data\environment\raw\-rIyGq-gIQw_180.0_190.0.wav,ok,22617d9cd78833a4f2ced46f8adc9713,1762949634.2248123,/m/02l6bg;/m/09ct_;/m/09x0r;/m/0k5j,"[""Propeller, airscrew;Helicopter;Speech;Aircraft""]",1,..\data\environment\processed\features\-rIyGq-gIQw_180.0_190.0.npy
-t1zgGxlhPM,290.0,300.0,https://www.youtube.com/watch?v=-t1zgGxlhPM,data\environment\raw\-t1zgGxlhPM_290.0_300.0.wav,ok,6be1b5bf9528b598c2f2bde1dc510a36,1762949643.746829,/m/07hvw1;/m/07yv9;/m/0k4j;/m/0ltv,"[""Field recording;Vehicle;Car;Race car, auto racing""]",1,..\data\environment\processed\features\-t1zgGxlhPM_290.0_300.0.npy
-tJVvrXU9MA,230.0,240.0,https://www.youtube.com/watch?v=-tJVvrXU9MA,data\environment\raw\-tJVvrXU9MA_230.0_240.0.wav,ok,a4b541c1f224a7751f4a66722059cc1a,1762949651.9565942,/m/09ct_;/m/0k5j,"[""Helicopter;Aircraft""]",1,..\data\environment\processed\features\-tJVvrXU9MA_230.0_240.0.npy
-tL4aWGx01s,30.0,40.0,https://www.youtube.com/watch?v=-tL4aWGx01s,data\environment\raw\-tL4aWGx01s_30.0_40.0.wav,ok,728f162b572f9d9b2d7bbf2ee1478a0c,1762949660.0591543,/m/019jd;/m/03m9d0z;/m/0hsrw;/t/dd00092,"[""Boat, Water vehicle;Wind;Sailboat, sailing ship;Wind noise (microphone)""]",1,..\data\environment\processed\features\-tL4aWGx01s_30.0_40.0.npy
-uSlzn9oPQ4,20.0,30.0,https://www.youtube.com/watch?v=-uSlzn9oPQ4,data\environment\raw\-uSlzn9oPQ4_20.0_30.0.wav,ok,159f6005458e981e07c431418a04b614,1762949668.1777043,/m/06mb1;/m/0jb2l;/m/0ngt1;/t/dd00038,"[""Rain;Thunderstorm;Thunder;Rain on surface""]",1,..\data\environment\processed\features\-uSlzn9oPQ4_20.0_30.0.npy
-xyxF0ahpKk,0.0,4.0,https://www.youtube.com/watch?v=-xyxF0ahpKk,data\environment\raw\-xyxF0ahpKk_0.0_4.0.wav,ok,1e38b88b58a3a1c4cd5217e849cbf93b,1762949730.7983403,/t/dd00134,"[""Car passing by""]",1,..\data\environment\processed\features\-xyxF0ahpKk_0.0_4.0.npy
-yvcu2zXj54,310.0,320.0,https://www.youtube.com/watch?v=-yvcu2zXj54,data\environment\raw\-yvcu2zXj54_310.0_320.0.wav,ok,4ad0b576eef2a25c69c56f83fbb6b666,1762949749.1138916,/m/09x0r;/m/0llzx;/t/dd00125,"[""Speech;Sewing machine;Inside, small room""]",1,..\data\environment\processed\features\-yvcu2zXj54_310.0_320.0.npy
-z0q4AgXQwo,30.0,40.0,https://www.youtube.com/watch?v=-z0q4AgXQwo,data\environment\raw\-z0q4AgXQwo_30.0_40.0.wav,ok,feb20eeb49182e6603dc5a3c7aaf1f60,1762949758.4687283,/m/012f08;/m/07rknqz;/m/07yv9;/m/09x0r;/m/0k4j,"[""Motor vehicle (road);Skidding;Vehicle;Speech;Car""]",1,..\data\environment\processed\features\-z0q4AgXQwo_30.0_40.0.npy
0-DkUF7TnnI,60.0,70.0,https://www.youtube.com/watch?v=0-DkUF7TnnI,data\environment\raw\0-DkUF7TnnI_60.0_70.0.wav,ok,2e83a8ad4900a298605d39053719d0eb,1762949767.5065887,/m/06mb1;/m/07r10fb,"[""Rain;Raindrop""]",1,..\data\environment\processed\features\0-DkUF7TnnI_60.0_70.0.npy
02Qntw26enM,90.0,100.0,https://www.youtube.com/watch?v=02Qntw26enM,data\environment\raw\02Qntw26enM_90.0_100.0.wav,ok,2bac60bcb43a53115fd765aba495053c,1762949776.965719,/m/04rlf;/m/07kc_;/t/dd00125,"[""Music;Theremin;Inside, small room""]",1,..\data\environment\processed\features\02Qntw26enM_90.0_100.0.npy
05wEdbchyjM,10.0,20.0,https://www.youtube.com/watch?v=05wEdbchyjM,data\environment\raw\05wEdbchyjM_10.0_20.0.wav,ok,6e744c9ec9ce26b61610b5b6e0b3af10,1762949785.0027401,/m/046dlr;/t/dd00125,"[""Alarm clock;Inside, small room""]",1,..\data\environment\processed\features\05wEdbchyjM_10.0_20.0.npy
06OT6nqAuLM,50.0,60.0,https://www.youtube.com/watch?v=06OT6nqAuLM,data\environment\raw\06OT6nqAuLM_50.0_60.0.wav,ok,c6555d6096e1f0570af5f71635332fd0,1762949793.4089265,/m/03p19w;/m/068hy;/m/0bt9lr;/m/0jbk;/t/dd00125,"[""Jackhammer;Domestic animals, pets;Dog;Animal;Inside, small room""]",1,..\data\environment\processed\features\06OT6nqAuLM_50.0_60.0.npy
09zT8qlC384,30.0,40.0,https://www.youtube.com/watch?v=09zT8qlC384,data\environment\raw\09zT8qlC384_30.0_40.0.wav,ok,844c894f385d8e887f639c33acb22ef3,1762949802.2714684,/m/06mb1;/m/07r10fb;/t/dd00038,"[""Rain;Raindrop;Rain on surface""]",1,..\data\environment\processed\features\09zT8qlC384_30.0_40.0.npy
0AHA6Zz-ykw,30.0,40.0,https://www.youtube.com/watch?v=0AHA6Zz-ykw,data\environment\raw\0AHA6Zz-ykw_30.0_40.0.wav,ok,36b137e3fe609f493256b45a82b0b05b,1762949811.152117,/t/dd00134,"[""Car passing by""]",1,..\data\environment\processed\features\0AHA6Zz-ykw_30.0_40.0.npy
0EkXQKzNjkg,30.0,40.0,https://www.youtube.com/watch?v=0EkXQKzNjkg,data\environment\raw\0EkXQKzNjkg_30.0_40.0.wav,ok,ae1a2a3f7ed4ecd5620f0cf87c9232a7,1762949820.2169983,/t/dd00134,"[""Car passing by""]",1,..\data\environment\processed\features\0EkXQKzNjkg_30.0_40.0.npy
0H7e3F9KL78,0.0,10.0,https://www.youtube.com/watch?v=0H7e3F9KL78,data\environment\raw\0H7e3F9KL78_0.0_10.0.wav,ok,f34a4fd1f333ad06a6fc6211492cc4d4,1762949847.5117893,/m/030rvx;/t/dd00125,"[""Buzzer;Inside, small room""]",1,..\data\environment\processed\features\0H7e3F9KL78_0.0_10.0.npy
0HVlzmjFe7k,20.0,30.0,https://www.youtube.com/watch?v=0HVlzmjFe7k,data\environment\raw\0HVlzmjFe7k_20.0_30.0.wav,ok,ca657500aa70dac89a30692c3429d168,1762949855.999119,/m/04cvmfc;/m/0cdnk;/t/dd00129,"[""Roar;Roaring cats (lions, tigers);Outside, rural or natural""]",1,..\data\environment\processed\features\0HVlzmjFe7k_20.0_30.0.npy
0L7-8yqgMEo,130.0,140.0,https://www.youtube.com/watch?v=0L7-8yqgMEo,data\environment\raw\0L7-8yqgMEo_130.0_140.0.wav,ok,60adda59bcdb343baf39cfa4b70e36d5,1762949864.905522,/m/01280g;/m/09x0r;/m/0cdnk;/m/0jbk,"[""Wild animals;Speech;Roaring cats (lions, tigers);Animal""]",1,..\data\environment\processed\features\0L7-8yqgMEo_130.0_140.0.npy
0LPF76p5WSs,530.0,540.0,https://www.youtube.com/watch?v=0LPF76p5WSs,data\environment\raw\0LPF76p5WSs_530.0_540.0.wav,ok,d6ba1f220b1a75a06d97cb66e4516bac,1762949874.5676513,/m/04fgwm;/m/09x0r;/t/dd00125,"[""Electric toothbrush;Speech;Inside, small room""]",1,..\data\environment\processed\features\0LPF76p5WSs_530.0_540.0.npy
0Lt4MP0-6Tc,590.0,600.0,https://www.youtube.com/watch?v=0Lt4MP0-6Tc,data\environment\raw\0Lt4MP0-6Tc_590.0_600.0.wav,ok,5e4d3bd3b52b7877398b389764648187,1762949883.1354551,/m/019jd;/m/02rlv9,"[""Boat, Water vehicle;Motorboat, speedboat""]",1,..\data\environment\processed\features\0Lt4MP0-6Tc_590.0_600.0.npy
0MJPqGKIbZg,20.0,30.0,https://www.youtube.com/watch?v=0MJPqGKIbZg,data\environment\raw\0MJPqGKIbZg_20.0_30.0.wav,ok,efc8c15f0de84bc273e709c4048314ac,1762949892.2507727,/m/07qfr4h;/m/09x0r;/t/dd00129,"[""Hubbub, speech noise, speech babble;Speech;Outside, rural or natural""]",1,..\data\environment\processed\features\0MJPqGKIbZg_20.0_30.0.npy
0ML_fBIrGqA,10.0,20.0,https://www.youtube.com/watch?v=0ML_fBIrGqA,data\environment\raw\0ML_fBIrGqA_10.0_20.0.wav,ok,327d936e95488caf6a1f913356061d96,1762949900.8673563,/m/0199g;/m/07yv9;/t/dd00125,"[""Bicycle;Vehicle;Inside, small room""]",1,..\data\environment\processed\features\0ML_fBIrGqA_10.0_20.0.npy
0O9ZfRn69i8,30.0,40.0,https://www.youtube.com/watch?v=0O9ZfRn69i8,data\environment\raw\0O9ZfRn69i8_30.0_40.0.wav,ok,6d2cc58eeba080f264a614ad07a91096,1762949910.2426012,/m/07yv9;/m/09t49;/m/0k4j,"[""Vehicle;Rustling leaves;Car""]",1,..\data\environment\processed\features\0O9ZfRn69i8_30.0_40.0.npy
0QDYPyHwLhk,390.0,400.0,https://www.youtube.com/watch?v=0QDYPyHwLhk,data\environment\raw\0QDYPyHwLhk_390.0_400.0.wav,ok,9c33c7cea237157797e7b387a823ca95,1762949951.6924233,/m/04rlf;/m/09x0r;/t/dd00127,"[""Music;Speech;Inside, public space""]",1,..\data\environment\processed\features\0QDYPyHwLhk_390.0_400.0.npy
0Qj73JaG8Ik,30.0,40.0,https://www.youtube.com/watch?v=0Qj73JaG8Ik,data\environment\raw\0Qj73JaG8Ik_30.0_40.0.wav,ok,9afd809bb76527b6ef740bb8d61211df,1762949961.3423142,/m/06mb1;/m/07r10fb;/t/dd00038,"[""Rain;Raindrop;Rain on surface""]",1,..\data\environment\processed\features\0Qj73JaG8Ik_30.0_40.0.npy
0SkccP8H-fQ,390.0,400.0,https://www.youtube.com/watch?v=0SkccP8H-fQ,data\environment\raw\0SkccP8H-fQ_390.0_400.0.wav,ok,87bcace857db537478dc39058269d9e0,1762949971.1006753,/m/01g50p;/m/04zmvq;/m/06d_3;/m/07jdr;/m/07rwm0c,"[""Railroad car, train wagon;Train whistle;Rail transport;Train;Clickety-clack""]",1,..\data\environment\processed\features\0SkccP8H-fQ_390.0_400.0.npy
0YsXXGEVmy8,30.0,40.0,https://www.youtube.com/watch?v=0YsXXGEVmy8,data\environment\raw\0YsXXGEVmy8_30.0_40.0.wav,ok,41929b97f5809c36d51deceff8d5d44c,1762950000.54557,/m/06mb1;/m/07r10fb;/t/dd00038,"[""Rain;Raindrop;Rain on surface""]",1,..\data\environment\processed\features\0YsXXGEVmy8_30.0_40.0.npy
0_R83lyXiaU,30.0,40.0,https://www.youtube.com/watch?v=0_R83lyXiaU,data\environment\raw\0_R83lyXiaU_30.0_40.0.wav,ok,1a2d3cbd6cda7d8007931a3bbf1218fa,1762950009.158563,/m/01h3n;/m/03l9g;/m/03vt0;/m/0h2mp,"[""Bee, wasp, etc.;Hammer;Insect;Fly, housefly""]",1,..\data\environment\processed\features\0_R83lyXiaU_30.0_40.0.npy
0_h8K8CMaF0,30.0,40.0,https://www.youtube.com/watch?v=0_h8K8CMaF0,data\environment\raw\0_h8K8CMaF0_30.0_40.0.wav,ok,164258098b4a009272c872c09e4b49f7,1762950018.888662,/m/07swgks;/m/09x0r;/m/0j2kx,"[""Gurgling;Speech;Waterfall""]",1,..\data\environment\processed\features\0_h8K8CMaF0_30.0_40.0.npy
0aKuES6SO2k,50.0,60.0,https://www.youtube.com/watch?v=0aKuES6SO2k,data\environment\raw\0aKuES6SO2k_50.0_60.0.wav,ok,bbd9b8bff72760bd25a032dc8ca17ab3,1762950028.6051395,/m/015p6;/m/020bb7;/m/07pggtn,"[""Bird;Bird vocalization, bird call, bird song;Chirp, tweet""]",1,..\data\environment\processed\features\0aKuES6SO2k_50.0_60.0.npy
0aer7MFIYQk,50.0,60.0,https://www.youtube.com/watch?v=0aer7MFIYQk,data\environment\raw\0aer7MFIYQk_50.0_60.0.wav,ok,07bb7496f840c632e637fc977063481f,1762950037.1088338,/m/01xq0k1;/m/07rpkh9;/m/0ch8v,"[""Cattle, bovinae;Moo;Livestock, farm animals, working animals""]",1,..\data\environment\processed\features\0aer7MFIYQk_50.0_60.0.npy
0fSgvtg_OhU,30.0,40.0,https://www.youtube.com/watch?v=0fSgvtg_OhU,data\environment\raw\0fSgvtg_OhU_30.0_40.0.wav,ok,dfb47b7031b43ac09c9dbb0af4c66a0e,1762950046.3696606,/m/07swgks;/m/0j6m2,"[""Gurgling;Stream""]",1,..\data\environment\processed\features\0fSgvtg_OhU_30.0_40.0.npy
