clip_id,split,audio_path,label_ids,label_names
64741,dev,data\events\FSD50K\FSD50K.dev_audio\64741.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
40523,dev,data\events\FSD50K\FSD50K.dev_audio\40523.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64743,dev,data\events\FSD50K\FSD50K.dev_audio\64743.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64744,dev,data\events\FSD50K\FSD50K.dev_audio\64744.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
40525,dev,data\events\FSD50K\FSD50K.dev_audio\40525.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
51319,dev,data\events\FSD50K\FSD50K.dev_audio\51319.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64746,dev,data\events\FSD50K\FSD50K.dev_audio\64746.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5318,dev,data\events\FSD50K\FSD50K.dev_audio\5318.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4258,dev,data\events\FSD50K\FSD50K.dev_audio\4258.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4259,dev,data\events\FSD50K\FSD50K.dev_audio\4259.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4260,dev,data\events\FSD50K\FSD50K.dev_audio\4260.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4261,dev,data\events\FSD50K\FSD50K.dev_audio\4261.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4262,dev,data\events\FSD50K\FSD50K.dev_audio\4262.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4263,dev,data\events\FSD50K\FSD50K.dev_audio\4263.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4264,dev,data\events\FSD50K\FSD50K.dev_audio\4264.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4265,dev,data\events\FSD50K\FSD50K.dev_audio\4265.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4266,dev,data\events\FSD50K\FSD50K.dev_audio\4266.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4267,dev,data\events\FSD50K\FSD50K.dev_audio\4267.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4268,dev,data\events\FSD50K\FSD50K.dev_audio\4268.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4269,dev,data\events\FSD50K\FSD50K.dev_audio\4269.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4270,dev,data\events\FSD50K\FSD50K.dev_audio\4270.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4272,dev,data\events\FSD50K\FSD50K.dev_audio\4272.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64757,dev,data\events\FSD50K\FSD50K.dev_audio\64757.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4276,dev,data\events\FSD50K\FSD50K.dev_audio\4276.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4277,dev,data\events\FSD50K\FSD50K.dev_audio\4277.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4278,dev,data\events\FSD50K\FSD50K.dev_audio\4278.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4279,dev,data\events\FSD50K\FSD50K.dev_audio\4279.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4280,dev,data\events\FSD50K\FSD50K.dev_audio\4280.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4281,dev,data\events\FSD50K\FSD50K.dev_audio\4281.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4283,dev,data\events\FSD50K\FSD50K.dev_audio\4283.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4284,dev,data\events\FSD50K\FSD50K.dev_audio\4284.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4285,dev,data\events\FSD50K\FSD50K.dev_audio\4285.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4286,dev,data\events\FSD50K\FSD50K.dev_audio\4286.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4287,dev,data\events\FSD50K\FSD50K.dev_audio\4287.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4288,dev,data\events\FSD50K\FSD50K.dev_audio\4288.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4289,dev,data\events\FSD50K\FSD50K.dev_audio\4289.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5314,dev,data\events\FSD50K\FSD50K.dev_audio\5314.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4290,dev,data\events\FSD50K\FSD50K.dev_audio\4290.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
4291,dev,data\events\FSD50K\FSD50K.dev_audio\4291.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5310,dev,data\events\FSD50K\FSD50K.dev_audio\5310.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64703,dev,data\events\FSD50K\FSD50K.dev_audio\64703.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5312,dev,data\events\FSD50K\FSD50K.dev_audio\5312.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64704,dev,data\events\FSD50K\FSD50K.dev_audio\64704.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64706,dev,data\events\FSD50K\FSD50K.dev_audio\64706.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64707,dev,data\events\FSD50K\FSD50K.dev_audio\64707.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64708,dev,data\events\FSD50K\FSD50K.dev_audio\64708.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5315,dev,data\events\FSD50K\FSD50K.dev_audio\5315.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5317,dev,data\events\FSD50K\FSD50K.dev_audio\5317.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64711,dev,data\events\FSD50K\FSD50K.dev_audio\64711.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64712,dev,data\events\FSD50K\FSD50K.dev_audio\64712.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64714,dev,data\events\FSD50K\FSD50K.dev_audio\64714.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64715,dev,data\events\FSD50K\FSD50K.dev_audio\64715.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64717,dev,data\events\FSD50K\FSD50K.dev_audio\64717.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64718,dev,data\events\FSD50K\FSD50K.dev_audio\64718.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64720,dev,data\events\FSD50K\FSD50K.dev_audio\64720.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64721,dev,data\events\FSD50K\FSD50K.dev_audio\64721.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64722,dev,data\events\FSD50K\FSD50K.dev_audio\64722.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64723,dev,data\events\FSD50K\FSD50K.dev_audio\64723.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64724,dev,data\events\FSD50K\FSD50K.dev_audio\64724.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64725,dev,data\events\FSD50K\FSD50K.dev_audio\64725.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64726,dev,data\events\FSD50K\FSD50K.dev_audio\64726.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64727,dev,data\events\FSD50K\FSD50K.dev_audio\64727.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64728,dev,data\events\FSD50K\FSD50K.dev_audio\64728.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64729,dev,data\events\FSD50K\FSD50K.dev_audio\64729.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64730,dev,data\events\FSD50K\FSD50K.dev_audio\64730.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64731,dev,data\events\FSD50K\FSD50K.dev_audio\64731.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64732,dev,data\events\FSD50K\FSD50K.dev_audio\64732.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64733,dev,data\events\FSD50K\FSD50K.dev_audio\64733.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64734,dev,data\events\FSD50K\FSD50K.dev_audio\64734.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64736,dev,data\events\FSD50K\FSD50K.dev_audio\64736.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64737,dev,data\events\FSD50K\FSD50K.dev_audio\64737.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64738,dev,data\events\FSD50K\FSD50K.dev_audio\64738.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5350,dev,data\events\FSD50K\FSD50K.dev_audio\5350.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5351,dev,data\events\FSD50K\FSD50K.dev_audio\5351.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
193768,dev,data\events\FSD50K\FSD50K.dev_audio\193768.wav,Electric_guitar;Bass_guitar;Crash_cymbal;Hi-hat;Bass_drum;Drum;Snare_drum;Drum_kit;Guitar;Plucked_string_instrument;Musical_instrument;Music;Percussion;Cymbal,Electric_guitar;Bass_guitar;Crash_cymbal;Hi-hat;Bass_drum;Drum;Snare_drum;Drum_kit;Guitar;Plucked_string_instrument;Musical_instrument;Music;Percussion;Cymbal
64739,dev,data\events\FSD50K\FSD50K.dev_audio\64739.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64740,dev,data\events\FSD50K\FSD50K.dev_audio\64740.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64747,dev,data\events\FSD50K\FSD50K.dev_audio\64747.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
266476,dev,data\events\FSD50K\FSD50K.dev_audio\266476.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5357,dev,data\events\FSD50K\FSD50K.dev_audio\5357.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64750,dev,data\events\FSD50K\FSD50K.dev_audio\64750.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64742,dev,data\events\FSD50K\FSD50K.dev_audio\64742.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5360,dev,data\events\FSD50K\FSD50K.dev_audio\5360.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64753,dev,data\events\FSD50K\FSD50K.dev_audio\64753.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64745,dev,data\events\FSD50K\FSD50K.dev_audio\64745.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64755,dev,data\events\FSD50K\FSD50K.dev_audio\64755.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5355,dev,data\events\FSD50K\FSD50K.dev_audio\5355.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64748,dev,data\events\FSD50K\FSD50K.dev_audio\64748.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64749,dev,data\events\FSD50K\FSD50K.dev_audio\64749.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64751,dev,data\events\FSD50K\FSD50K.dev_audio\64751.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64752,dev,data\events\FSD50K\FSD50K.dev_audio\64752.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64754,dev,data\events\FSD50K\FSD50K.dev_audio\64754.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5370,dev,data\events\FSD50K\FSD50K.dev_audio\5370.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5364,dev,data\events\FSD50K\FSD50K.dev_audio\5364.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64764,dev,data\events\FSD50K\FSD50K.dev_audio\64764.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5365,dev,data\events\FSD50K\FSD50K.dev_audio\5365.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64758,dev,data\events\FSD50K\FSD50K.dev_audio\64758.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64767,dev,data\events\FSD50K\FSD50K.dev_audio\64767.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64768,dev,data\events\FSD50K\FSD50K.dev_audio\64768.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64769,dev,data\events\FSD50K\FSD50K.dev_audio\64769.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5369,dev,data\events\FSD50K\FSD50K.dev_audio\5369.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64763,dev,data\events\FSD50K\FSD50K.dev_audio\64763.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64766,dev,data\events\FSD50K\FSD50K.dev_audio\64766.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5376,dev,data\events\FSD50K\FSD50K.dev_audio\5376.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64765,dev,data\events\FSD50K\FSD50K.dev_audio\64765.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64775,dev,data\events\FSD50K\FSD50K.dev_audio\64775.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64770,dev,data\events\FSD50K\FSD50K.dev_audio\64770.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
5379,dev,data\events\FSD50K\FSD50K.dev_audio\5379.wav,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Bass_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64771,dev,data\events\FSD50K\FSD50K.dev_audio\64771.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64772,dev,data\events\FSD50K\FSD50K.dev_audio\64772.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64774,dev,data\events\FSD50K\FSD50K.dev_audio\64774.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64773,dev,data\events\FSD50K\FSD50K.dev_audio\64773.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64776,dev,data\events\FSD50K\FSD50K.dev_audio\64776.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
64777,dev,data\events\FSD50K\FSD50K.dev_audio\64777.wav,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music,Electric_guitar;Guitar;Plucked_string_instrument;Musical_instrument;Music
