feature_path,label,y,source
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18205904.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18205913.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20919397.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20919398.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20919401.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_17147507.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20442099.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20442100.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20442102.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_17817077.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_17817078.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_206453.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19699650.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19699651.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19699652.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19504166.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19504167.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19504169.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_157041.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_157042.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_157043.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20274330.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20274331.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20274332.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18405877.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18405878.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18405879.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20060112.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20060113.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20060118.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19993183.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19993184.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19993185.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18181286.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18164477.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18164479.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18164481.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_22790289.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_22790292.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_22790293.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20838889.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20838890.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20838892.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19032590.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19032591.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19032592.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_11667.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19596664.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19596665.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19596667.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20169780.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20169781.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20169782.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19618196.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19618198.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19618200.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18459537.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18459538.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18396444.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23717709.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23717710.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23717711.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19401729.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19401730.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19401732.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_17795204.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19823694.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19823695.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19823696.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23097094.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23097096.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23097097.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18718196.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18718197.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18718200.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18928872.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18928873.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18928876.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_21415292.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_21415298.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_21415300.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23366713.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23366715.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23366716.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19074537.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19074538.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19074539.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19496295.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19496297.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19496298.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_21352017.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_21352019.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_21352021.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19863402.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19863405.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19863406.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19938759.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19938790.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19941596.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19677232.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19677233.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19677234.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_1027059.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_22726556.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_22726557.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_22726558.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19563533.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19563534.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19563535.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_205416.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_205417.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_16047342.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20555781.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20555782.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20555784.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_168064.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_168066.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18478896.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18478897.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18478898.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20214741.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20214744.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20214747.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19465311.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19465312.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19465314.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23631403.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23631404.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23631405.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19610861.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19610864.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19610872.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19704471.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19704473.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19704474.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19469884.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19469886.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19469887.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19997440.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19997442.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_19997447.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20757372.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20757374.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20757375.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23587288.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23587291.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_23587292.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_17730786.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_17730788.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18437371.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18437372.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_18437373.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20561592.npy,single_speaker,2,common_voice
C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\speech\processed\features\cv_common_voice_en_20561593.npy,single_speaker,2,common_voice
