clip_id,audio_path,label,source,duration,seg_start,seg_end
cv_common_voice_en_20442100,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20442100.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20442102,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20442102.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17817077,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17817077.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17817078,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17817078.mp3,single_speaker,common_voice,,,
cv_common_voice_en_206453,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_206453.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19699650,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19699650.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19699651,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19699651.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19699652,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19699652.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19504166,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19504166.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19504167,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19504167.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19504169,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19504169.mp3,single_speaker,common_voice,,,
cv_common_voice_en_157041,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_157041.mp3,single_speaker,common_voice,,,
cv_common_voice_en_157042,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_157042.mp3,single_speaker,common_voice,,,
cv_common_voice_en_157043,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_157043.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20274330,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20274330.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20274331,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20274331.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20274332,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20274332.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18405877,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18405877.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18405878,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18405878.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18405879,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18405879.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20060112,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20060112.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20060113,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20060113.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20060118,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20060118.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19993183,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19993183.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19993184,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19993184.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19993185,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19993185.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18181286,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18181286.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18164477,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18164477.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18164479,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18164479.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18164481,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18164481.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22790289,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22790289.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22790292,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22790292.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22790293,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22790293.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20838889,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20838889.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20838890,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20838890.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20838892,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20838892.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19032590,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19032590.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19032591,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19032591.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19032592,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19032592.mp3,single_speaker,common_voice,,,
cv_common_voice_en_11667,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_11667.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19596664,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19596664.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19596665,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19596665.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19596667,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19596667.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20169780,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20169780.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20169781,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20169781.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20169782,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20169782.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19618196,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19618196.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19618198,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19618198.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19618200,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19618200.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18459537,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18459537.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18459538,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18459538.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18396444,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18396444.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23717709,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23717709.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23717710,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23717710.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23717711,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23717711.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19401729,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19401729.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19401730,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19401730.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19401732,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19401732.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17795204,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17795204.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19823694,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19823694.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19823695,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19823695.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19823696,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19823696.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23097094,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23097094.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23097096,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23097096.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23097097,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23097097.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18718196,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18718196.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18718197,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18718197.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18718200,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18718200.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18928872,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18928872.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18928873,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18928873.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18928876,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18928876.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21415292,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21415292.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21415298,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21415298.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21415300,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21415300.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23366713,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23366713.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23366715,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23366715.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23366716,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23366716.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19074537,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19074537.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19074538,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19074538.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19074539,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19074539.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19496295,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19496295.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19496297,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19496297.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19496298,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19496298.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21352017,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21352017.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21352019,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21352019.mp3,single_speaker,common_voice,,,
cv_common_voice_en_21352021,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_21352021.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19863402,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19863402.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19863405,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19863405.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19863406,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19863406.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19938759,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19938759.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19938790,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19938790.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19941596,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19941596.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19677232,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19677232.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19677233,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19677233.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19677234,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19677234.mp3,single_speaker,common_voice,,,
cv_common_voice_en_1027059,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_1027059.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22726556,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22726556.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22726557,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22726557.mp3,single_speaker,common_voice,,,
cv_common_voice_en_22726558,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_22726558.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19563533,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19563533.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19563534,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19563534.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19563535,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19563535.mp3,single_speaker,common_voice,,,
cv_common_voice_en_205416,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_205416.mp3,single_speaker,common_voice,,,
cv_common_voice_en_205417,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_205417.mp3,single_speaker,common_voice,,,
cv_common_voice_en_16047342,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_16047342.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20555781,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20555781.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20555782,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20555782.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20555784,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20555784.mp3,single_speaker,common_voice,,,
cv_common_voice_en_168064,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_168064.mp3,single_speaker,common_voice,,,
cv_common_voice_en_168066,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_168066.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18478896,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18478896.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18478897,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18478897.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18478898,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18478898.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20214741,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20214741.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20214744,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20214744.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20214747,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20214747.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19465311,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19465311.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19465312,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19465312.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19465314,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19465314.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23631403,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23631403.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23631404,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23631404.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23631405,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23631405.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19610861,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19610861.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19610864,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19610864.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19610872,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19610872.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19704471,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19704471.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19704473,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19704473.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19704474,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19704474.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19469884,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19469884.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19469886,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19469886.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19469887,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19469887.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19997440,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19997440.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19997442,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19997442.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19997447,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19997447.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20757372,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20757372.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20757374,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20757374.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20757375,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20757375.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23587288,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23587288.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23587291,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23587291.mp3,single_speaker,common_voice,,,
cv_common_voice_en_23587292,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_23587292.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17730786,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17730786.mp3,single_speaker,common_voice,,,
cv_common_voice_en_17730788,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_17730788.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18437371,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18437371.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18437372,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18437372.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18437373,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18437373.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20561592,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20561592.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20561593,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20561593.mp3,single_speaker,common_voice,,,
cv_common_voice_en_20561594,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_20561594.mp3,single_speaker,common_voice,,,
cv_common_voice_en_18390570,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_18390570.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19454184,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19454184.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19454185,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19454185.mp3,single_speaker,common_voice,,,
cv_common_voice_en_19454186,data\speech\CommonVoice\cv-corpus-25.0-2026-03-09\en\clips\common_voice_en_19454186.mp3,single_speaker,common_voice,,,
