ytid,label_names,label_ids,feature_path
100311,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100311.npy
100312,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100312.npy
100313,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100313.npy
100315,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100315.npy
100316,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100316.npy
100317,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100317.npy
100318,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100318.npy
100319,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100319.npy
100321,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100321.npy
100322,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100322.npy
100323,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100323.npy
100324,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100324.npy
100325,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100325.npy
100326,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100326.npy
100327,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100327.npy
100328,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100328.npy
100329,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100329.npy
100330,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100330.npy
100331,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100331.npy
100332,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100332.npy
100333,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100333.npy
100334,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100334.npy
100335,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100335.npy
100337,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100337.npy
100338,"['Fart', 'Human sounds']","[75, 103]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100338.npy
100355,"['Engine', 'Mechanical fan', 'Mechanical sounds', 'Mechanisms']","[72, 118, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100355.npy
100357,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100357.npy
100364,"['Animal', 'Animal sounds', 'Chicken, rooster', 'Fowl', 'Livestock, farm animals, working animals']","[5, 6, 33, 83, 113]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100364.npy
100390,"['Nature sounds', 'Stream', 'Water']","[127, 169, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100390.npy
100400,"['Boat, Water vehicle', 'Vehicle', 'Vehicle sounds']","[17, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100400.npy
100426,"['Chuckle, chortle', 'Female speech, woman speaking', 'Giggle', 'Human sounds', 'Human voice', 'Laughter', 'Speech']","[38, 77, 87, 103, 104, 111, 165]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100426.npy
100455,"['Animal', 'Animal sounds', 'Bird', 'Bird vocalization, bird call, bird song', 'Chirp, tweet', 'Wild animals']","[5, 6, 15, 16, 37, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100455.npy
100457,"['Human sounds', 'Human voice', 'Whispering']","[103, 104, 198]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100457.npy
100459,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100459.npy
100460,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100460.npy
100461,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100461.npy
100462,"['Alarm', 'Mechanical sounds']","[4, 119]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100462.npy
100465,"['Explosion', 'Gunshot, gunfire', 'Impact sounds']","[74, 94, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100465.npy
100476,"['Music', 'Musical instrument', 'Wind instrument, woodwind instrument']","[125, 126, 203]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100476.npy
1005,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds', 'Squeak']","[63, 64, 119, 168]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\1005.npy
100632,"['Nature sounds', 'Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds', 'Wind']","[127, 140, 171, 191, 193, 201]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100632.npy
100633,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100633.npy
100634,"['Alarm', 'Domestic sounds, home sounds', 'Door', 'Doorbell', 'Mechanical sounds', 'Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[4, 63, 64, 65, 119, 140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100634.npy
100636,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100636.npy
100637,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100637.npy
100638,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100638.npy
100640,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100640.npy
100641,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100641.npy
100642,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100642.npy
100643,"['Nature sounds', 'Wind']","[127, 201]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100643.npy
100644,"['Rail transport', 'Subway, metro, underground', 'Vehicle', 'Vehicle sounds']","[140, 171, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100644.npy
100646,"['Animal sounds', 'Hiss']","[6, 101]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100646.npy
100647,"['Alarm', 'Bell', 'Bus', 'Car', 'Chatter', 'Crowd sounds', 'Human group actions', 'Human sounds', 'Mechanical sounds', 'Motor vehicle (road)', 'Music', 'Vehicle', 'Vehicle horn, car horn, honking', 'Vehicle sounds']","[4, 12, 24, 27, 30, 53, 102, 103, 119, 123, 125, 191, 192, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100647.npy
100681,"['Camera', 'Mechanical sounds', 'Mechanisms']","[26, 119, 120]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100681.npy
1007,"['Domestic sounds, home sounds', 'Gurgling', 'Mechanical sounds', 'Nature sounds', 'Sink (filling or washing)', 'Water']","[63, 95, 119, 127, 158, 195]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\1007.npy
100733,"['Glass', 'Impact sounds']","[88, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100733.npy
100738,"['Glass', 'Impact sounds']","[88, 106]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100738.npy
100762,"['Guitar', 'Music', 'Musical instrument', 'Plucked string instrument']","[92, 125, 126, 134]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100762.npy
100767,"['Animal', 'Animal sounds', 'Wild animals']","[5, 6, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100767.npy
100771,"['Domestic sounds, home sounds', 'Door', 'Mechanical sounds', 'Sliding door']","[63, 64, 119, 162]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100771.npy
100772,"['Nature sounds', 'Whoosh, swoosh, swish']","[127, 199]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100772.npy
100783,"['Animal', 'Animal sounds', 'Bird', 'Bird vocalization, bird call, bird song', 'Chirp, tweet', 'Wild animals']","[5, 6, 15, 16, 37, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100783.npy
100785,"['Animal', 'Animal sounds', 'Chicken, rooster', 'Fowl', 'Livestock, farm animals, working animals']","[5, 6, 33, 83, 113]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100785.npy
100786,"['Animal', 'Animal sounds', 'Chicken, rooster', 'Fowl', 'Livestock, farm animals, working animals']","[5, 6, 33, 83, 113]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100786.npy
100791,"['Car', 'Engine', 'Mechanical sounds', 'Motor vehicle (road)', 'Race car, auto racing', 'Vehicle', 'Vehicle sounds']","[27, 72, 119, 123, 139, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100791.npy
100795,"['Animal', 'Animal sounds', 'Dog', 'Domestic animals, pets']","[5, 6, 61, 62]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100795.npy
1008,"['Domestic sounds, home sounds', 'Drawer open or close', 'Mechanical sounds', 'Wood']","[63, 66, 119, 204]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\1008.npy
100800,"['Animal', 'Animal sounds', 'Bird', 'Wild animals']","[5, 6, 15, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100800.npy
100839,"['Domestic sounds, home sounds', 'Mechanical sounds', 'Toilet flush']","[63, 119, 182]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100839.npy
100849,"['Animal', 'Animal sounds', 'Bird', 'Bird vocalization, bird call, bird song', 'Chirp, tweet', 'Wild animals']","[5, 6, 15, 16, 37, 200]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100849.npy
100850,"['Bus', 'Motor vehicle (road)', 'Vehicle', 'Vehicle sounds']","[24, 123, 191, 193]",C:\Users\tim3l\Documents\GitHub\Surround-Sound-Prototype\SurroundSound\data\events\processed\features\100850.npy
